unit,mean,std,n,individual_ratings,item_type
Who measured that James broke something?,2.0816,1.5116,49,"[2, 4, 2, 1, 2, 5, 1, 2, 1, 1, 1, 1, 2, 1, 1, 7, 1, 1, 3, 2, 5, 1, 3, 1, 1, 4, 2, 2, 5, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 4, 1, 6, 1, 3, 1, 3, 3]",test
Who measured that Richard sold something?,2.18,1.5345,50,"[2, 3, 4, 1, 2, 5, 1, 3, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 3, 6, 1, 4, 1, 1, 4, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 5, 4, 3, 6, 1, 4, 2, 6, 3]",test
Who notified that Daniel bought something?,3.74,1.8049,50,"[4, 4, 5, 3, 3, 7, 2, 6, 3, 1, 7, 5, 3, 1, 7, 6, 3, 6, 5, 4, 4, 2, 2, 5, 1, 5, 6, 2, 2, 5, 7, 7, 2, 3, 2, 2, 3, 3, 2, 3, 2, 4, 5, 2, 6, 2, 3, 3, 2, 5]",test
Who notified that James sold something?,3.48,1.787,50,"[5, 5, 1, 3, 2, 7, 3, 6, 6, 1, 1, 5, 3, 2, 3, 5, 2, 6, 4, 1, 4, 2, 4, 5, 1, 3, 6, 2, 3, 3, 6, 7, 4, 3, 2, 1, 1, 4, 3, 5, 3, 3, 3, 2, 7, 2, 3, 3, 2, 6]",test
Who notified that Susan broke something?,3.8367,1.7719,49,"[5, 3, 5, 4, 3, 3, 6, 6, 5, 1, 7, 3, 4, 7, 2, 5, 4, 5, 4, 4, 2, 3, 2, 5, 1, 5, 4, 3, 3, 5, 7, 7, 2, 3, 2, 3, 1, 2, 3, 3, 3, 5, 4, 2, 7, 1, 2, 7, 5]",test
Who okayed that Richard bought something?,3.8,2.0102,50,"[3, 4, 4, 5, 2, 2, 7, 6, 1, 1, 5, 7, 3, 2, 3, 4, 7, 7, 7, 1, 3, 3, 3, 5, 3, 5, 5, 2, 5, 1, 1, 7, 3, 4, 7, 1, 1, 5, 2, 1, 2, 5, 4, 2, 6, 2, 4, 6, 5, 6]",test
Who okayed that Robert broke something?,2.62,1.6022,50,"[2, 4, 2, 1, 2, 3, 1, 4, 1, 1, 1, 3, 2, 1, 3, 2, 7, 1, 5, 1, 3, 3, 3, 4, 1, 2, 5, 1, 3, 1, 1, 7, 3, 5, 5, 2, 1, 3, 2, 1, 1, 2, 5, 1, 3, 2, 4, 4, 2, 4]",test
Who okayed that Sarah sold something?,4.18,2.077,50,"[5, 5, 3, 2, 4, 6, 7, 5, 2, 1, 7, 7, 5, 7, 3, 6, 7, 6, 5, 1, 4, 6, 4, 4, 5, 7, 5, 2, 2, 2, 1, 5, 4, 7, 7, 2, 1, 4, 2, 1, 1, 4, 5, 2, 7, 2, 3, 6, 3, 7]",test
Who opined that Elizabeth broke something?,3.16,1.8666,50,"[3, 3, 1, 4, 2, 5, 5, 4, 3, 4, 1, 5, 1, 1, 2, 5, 1, 5, 5, 4, 4, 6, 1, 5, 5, 3, 5, 1, 2, 7, 1, 5, 2, 1, 7, 2, 1, 4, 3, 2, 2, 5, 5, 1, 1, 1, 1, 1, 6, 4]",test
Who opined that John sold something?,3.32,2.0745,50,"[3, 3, 4, 4, 2, 5, 7, 4, 2, 1, 1, 7, 3, 1, 1, 5, 2, 3, 6, 4, 4, 7, 1, 5, 3, 6, 4, 1, 5, 7, 1, 7, 2, 1, 7, 1, 1, 5, 3, 3, 2, 1, 5, 2, 1, 1, 2, 1, 6, 3]",test
Who opined that Susan bought something?,3.34,2.0062,50,"[4, 5, 2, 4, 2, 6, 5, 4, 2, 3, 1, 7, 2, 1, 2, 6, 2, 4, 4, 4, 5, 7, 1, 5, 5, 5, 4, 1, 2, 7, 1, 7, 2, 1, 7, 2, 1, 4, 3, 2, 3, 2, 5, 1, 1, 1, 1, 1, 6, 4]",test
Who panicked that Barbara would sell something?,4.8367,1.8968,49,"[5, 5, 2, 5, 5, 6, 1, 6, 1, 5, 5, 7, 5, 1, 5, 6, 7, 7, 7, 7, 5, 7, 7, 6, 5, 3, 6, 3, 2, 7, 4, 7, 5, 3, 7, 5, 3, 5, 2, 3, 3, 6, 2, 5, 2, 6, 6, 7, 7]",test
Who panicked that James would buy something?,4.8824,1.956,51,"[3, 5, 7, 5, 5, 5, 7, 3, 5, 2, 6, 7, 7, 5, 7, 5, 6, 7, 7, 7, 6, 5, 6, 6, 4, 7, 7, 6, 4, 2, 7, 1, 7, 6, 7, 7, 5, 1, 3, 3, 1, 2, 3, 6, 1, 3, 2, 5, 5, 6, 4]",test
Who panicked that Mary would break something?,5.5,1.8211,50,"[6, 7, 6, 7, 3, 7, 7, 6, 6, 4, 7, 7, 6, 7, 5, 7, 7, 5, 7, 7, 5, 7, 6, 6, 7, 7, 6, 5, 2, 7, 6, 7, 7, 7, 7, 5, 1, 5, 2, 6, 2, 3, 6, 2, 5, 2, 7, 2, 7, 4]",test
Who pictured that Christopher sold something?,4.5306,1.8383,49,"[3, 3, 5, 4, 5, 7, 7, 6, 1, 1, 3, 3, 4, 6, 2, 5, 7, 7, 6, 4, 4, 2, 6, 6, 5, 5, 4, 3, 2, 7, 6, 7, 6, 7, 5, 3, 4, 4, 3, 2, 2, 5, 6, 7, 1, 5, 5, 7, 4]",test
Who pictured that Karen bought something?,4.46,1.854,50,"[5, 4, 4, 3, 4, 4, 5, 6, 1, 2, 3, 7, 5, 5, 6, 6, 7, 5, 6, 2, 4, 6, 7, 6, 1, 6, 5, 2, 2, 7, 6, 7, 6, 7, 7, 3, 3, 2, 3, 1, 2, 3, 5, 5, 7, 2, 4, 4, 5, 5]",test
Who pictured that Robert broke something?,4.1,1.7525,50,"[5, 4, 3, 2, 4, 6, 7, 5, 2, 5, 7, 1, 3, 6, 5, 4, 5, 5, 4, 4, 4, 2, 6, 6, 2, 2, 5, 3, 2, 7, 6, 7, 7, 6, 6, 3, 5, 2, 3, 2, 1, 4, 5, 2, 4, 2, 4, 2, 3, 5]",test
Who pretended that Barbara sold something?,5.74,1.2747,50,"[5, 7, 4, 5, 5, 7, 6, 6, 5, 6, 5, 7, 5, 6, 6, 7, 7, 7, 7, 3, 5, 7, 6, 7, 6, 6, 5, 5, 7, 7, 6, 7, 7, 7, 7, 5, 6, 6, 5, 3, 4, 5, 6, 3, 7, 2, 5, 7, 7, 5]",test
Who pretended that David broke something?,6.22,1.0934,50,"[7, 7, 5, 4, 6, 7, 6, 7, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 5, 6, 7, 6, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 4, 4, 5, 5, 5, 7, 6, 7, 7, 3, 6]",test
Who pretended that Jennifer bought something?,5.66,1.4792,50,"[5, 7, 5, 4, 5, 7, 3, 6, 5, 5, 6, 7, 5, 7, 6, 7, 7, 7, 7, 5, 5, 7, 7, 6, 6, 6, 5, 3, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 7, 2, 6, 7, 5, 2, 6, 3, 5, 6, 3, 3]",test
Who published that Karen broke something?,3.88,1.8366,50,"[2, 5, 5, 2, 5, 6, 6, 5, 5, 1, 3, 5, 2, 1, 3, 7, 7, 1, 6, 1, 4, 6, 6, 5, 1, 5, 5, 4, 5, 6, 3, 1, 4, 6, 5, 5, 3, 2, 5, 2, 4, 4, 4, 1, 3, 1, 2, 5, 3, 6]",test
Who published that Michael bought something?,3.7647,1.893,51,"[4, 2, 1, 5, 4, 5, 7, 6, 5, 6, 1, 3, 7, 3, 5, 2, 7, 3, 1, 4, 1, 4, 7, 6, 5, 1, 3, 5, 4, 6, 6, 1, 1, 4, 3, 5, 4, 4, 5, 5, 1, 4, 3, 4, 1, 2, 1, 4, 3, 2, 6]",test
Who published that Patricia sold something?,3.9375,2.0359,48,"[2, 4, 2, 5, 7, 7, 5, 5, 1, 3, 7, 5, 1, 1, 7, 4, 1, 6, 3, 3, 7, 6, 5, 1, 3, 5, 2, 7, 6, 1, 7, 5, 2, 5, 3, 3, 4, 5, 3, 4, 6, 2, 5, 1, 2, 6, 2, 2]",test
Who rejoiced that Barbara sold something?,5.34,1.8251,50,"[4, 4, 3, 6, 5, 7, 7, 5, 7, 7, 7, 7, 6, 4, 6, 7, 7, 6, 7, 5, 6, 7, 6, 6, 7, 6, 5, 7, 7, 7, 7, 2, 7, 6, 7, 3, 2, 3, 7, 2, 3, 5, 6, 2, 6, 1, 4, 7, 2, 4]",test
Who rejoiced that Daniel bought something?,5.4286,1.6202,49,"[5, 7, 4, 7, 5, 6, 7, 4, 7, 5, 7, 7, 5, 6, 5, 7, 7, 6, 6, 6, 5, 7, 7, 7, 7, 5, 5, 5, 7, 4, 7, 6, 4, 7, 5, 1, 4, 5, 2, 3, 5, 6, 1, 5, 2, 5, 7, 7, 6]",test
Who rejoiced that John broke something?,4.38,2.0592,50,"[4, 4, 7, 2, 4, 2, 6, 2, 5, 1, 2, 7, 7, 3, 1, 5, 7, 7, 5, 1, 4, 2, 7, 7, 5, 7, 2, 5, 2, 7, 6, 5, 7, 5, 7, 6, 1, 4, 5, 2, 3, 6, 5, 3, 5, 1, 5, 5, 2, 6]",test
Who relayed that David broke something?,5.0833,1.8887,48,"[5, 7, 1, 4, 4, 7, 7, 6, 3, 2, 7, 7, 2, 6, 3, 6, 7, 7, 7, 4, 5, 7, 7, 5, 7, 5, 3, 3, 6, 7, 7, 6, 7, 7, 5, 1, 5, 5, 4, 5, 5, 4, 7, 1, 4, 6, 2, 6]",test
Who relayed that Linda bought something?,5.18,1.7343,50,"[4, 5, 3, 5, 4, 7, 7, 6, 5, 3, 6, 7, 3, 4, 2, 6, 7, 7, 7, 5, 4, 7, 7, 6, 5, 7, 5, 3, 7, 6, 6, 7, 6, 7, 7, 3, 1, 6, 5, 2, 4, 7, 5, 3, 7, 1, 5, 6, 5, 6]",test
Who relayed that Susan sold something?,5.18,1.7343,50,"[5, 7, 4, 4, 5, 5, 7, 6, 3, 5, 5, 7, 3, 4, 5, 6, 7, 7, 7, 4, 5, 7, 7, 5, 5, 6, 5, 3, 7, 7, 7, 7, 4, 7, 7, 7, 1, 5, 5, 4, 3, 7, 6, 4, 6, 1, 3, 7, 1, 4]",test
Who replied that Charles sold something?,5.5102,1.7455,49,"[5, 7, 3, 6, 5, 7, 7, 6, 1, 7, 7, 7, 5, 7, 2, 7, 3, 7, 7, 7, 6, 7, 6, 7, 7, 7, 6, 3, 7, 3, 1, 7, 6, 7, 7, 6, 5, 5, 7, 5, 5, 5, 5, 5, 2, 5, 6, 6, 3]",test
Who replied that Elizabeth bought something?,5.64,1.4251,50,"[3, 7, 2, 5, 5, 7, 7, 7, 2, 5, 7, 7, 5, 7, 6, 6, 4, 7, 7, 6, 6, 7, 7, 6, 6, 7, 6, 4, 7, 6, 6, 7, 6, 7, 7, 5, 6, 5, 7, 3, 4, 6, 5, 6, 6, 2, 5, 5, 5, 5]",test
Who replied that Michael broke something?,5.44,1.7515,50,"[4, 2, 5, 2, 6, 5, 7, 7, 6, 3, 7, 7, 7, 5, 6, 7, 3, 7, 5, 7, 5, 7, 6, 7, 5, 6, 5, 4, 7, 7, 1, 7, 6, 7, 7, 7, 1, 4, 7, 6, 3, 7, 6, 6, 6, 2, 4, 6, 6, 6]",test
Who respected that Christopher broke something?,3.42,2.0111,50,"[3, 5, 1, 4, 3, 5, 1, 5, 1, 1, 1, 7, 2, 1, 1, 5, 7, 7, 3, 4, 2, 3, 6, 5, 2, 3, 5, 2, 2, 7, 3, 5, 2, 7, 7, 3, 2, 2, 3, 1, 1, 3, 3, 1, 2, 2, 6, 5, 3, 6]",test
Who respected that Karen bought something?,4.36,2.0972,50,"[3, 6, 4, 4, 3, 7, 5, 6, 1, 5, 1, 7, 5, 1, 2, 7, 7, 7, 4, 6, 3, 1, 6, 5, 5, 5, 4, 3, 2, 7, 1, 7, 3, 7, 6, 3, 1, 5, 5, 1, 1, 7, 5, 3, 6, 2, 6, 4, 7, 6]",test
Who respected that Lisa sold something?,4.18,2.256,50,"[5, 5, 4, 4, 4, 7, 7, 3, 1, 5, 1, 7, 7, 1, 2, 7, 7, 7, 6, 2, 4, 3, 6, 4, 1, 5, 4, 1, 1, 7, 6, 7, 4, 7, 7, 3, 1, 2, 5, 1, 2, 4, 4, 2, 7, 1, 6, 7, 1, 4]",test
Who sneered that Barbara broke something?,4.2,2.1381,50,"[6, 5, 2, 6, 4, 7, 6, 6, 6, 6, 7, 6, 6, 1, 1, 5, 1, 1, 7, 7, 6, 2, 6, 3, 1, 5, 6, 3, 5, 4, 4, 7, 5, 1, 5, 2, 1, 5, 2, 5, 2, 4, 5, 2, 6, 1, 2, 6, 1, 7]",test
Who sneered that Linda bought something?,4.1633,1.7836,49,"[5, 2, 3, 5, 4, 5, 1, 5, 2, 3, 5, 5, 5, 1, 6, 3, 7, 5, 6, 4, 5, 7, 5, 3, 7, 5, 5, 2, 5, 6, 2, 5, 3, 1, 5, 3, 2, 3, 6, 3, 4, 5, 2, 7, 1, 5, 6, 7, 2]",test
Who sneered that William sold something?,3.96,1.8731,50,"[5, 5, 2, 6, 3, 6, 1, 5, 3, 5, 5, 4, 3, 4, 6, 5, 2, 4, 5, 4, 2, 6, 7, 3, 5, 5, 5, 1, 2, 1, 5, 7, 4, 1, 7, 1, 1, 3, 5, 4, 3, 1, 5, 2, 5, 1, 4, 6, 6, 7]",test
Who snitched that Elizabeth sold something?,5.3333,1.6417,48,"[6, 5, 5, 5, 6, 1, 7, 2, 5, 4, 7, 3, 4, 6, 7, 7, 7, 5, 3, 7, 7, 5, 3, 6, 5, 2, 6, 7, 7, 7, 6, 7, 7, 6, 7, 4, 6, 6, 3, 7, 6, 5, 6, 3, 5, 7, 3, 5]",test
Who snitched that Michael broke something?,5.96,1.4563,50,"[5, 7, 6, 5, 5, 7, 7, 7, 7, 7, 3, 7, 5, 7, 6, 5, 7, 7, 6, 7, 6, 7, 7, 5, 7, 7, 5, 7, 6, 7, 1, 7, 6, 7, 7, 7, 6, 5, 7, 6, 3, 7, 6, 3, 7, 5, 7, 7, 2, 5]",test
Who snitched that Nancy bought something?,5.3469,1.7145,49,"[4, 5, 6, 5, 5, 6, 1, 6, 5, 6, 3, 7, 3, 7, 6, 7, 7, 7, 7, 6, 3, 7, 7, 5, 5, 6, 3, 6, 7, 7, 7, 6, 7, 7, 7, 6, 5, 6, 5, 2, 6, 6, 1, 6, 3, 4, 7, 2, 4]",test
Who valued that Richard sold something?,3.76,1.9955,50,"[3, 4, 3, 5, 3, 1, 5, 3, 1, 6, 7, 6, 5, 2, 2, 4, 7, 6, 4, 4, 2, 7, 5, 4, 1, 5, 5, 1, 2, 6, 3, 7, 3, 1, 7, 1, 1, 2, 2, 2, 3, 2, 5, 2, 6, 1, 5, 7, 4, 5]",test
Who valued that Thomas broke something?,3.02,1.9112,50,"[2, 3, 1, 3, 5, 3, 1, 4, 1, 1, 3, 3, 3, 1, 1, 1, 7, 3, 3, 4, 2, 7, 4, 4, 1, 2, 3, 1, 1, 7, 1, 4, 3, 4, 5, 1, 1, 2, 2, 1, 1, 4, 3, 4, 4, 1, 5, 7, 6, 7]",test
Who valued that William bought something?,3.76,2.0159,50,"[2, 2, 2, 3, 2, 5, 7, 6, 1, 3, 4, 7, 5, 5, 1, 2, 5, 7, 3, 2, 3, 5, 6, 5, 5, 3, 4, 1, 6, 7, 1, 7, 5, 5, 5, 1, 1, 2, 3, 2, 1, 3, 3, 1, 6, 2, 5, 7, 3, 6]",test
Who voiced that Daniel broke something?,5.0784,1.6473,51,"[4, 4, 7, 5, 3, 3, 6, 7, 6, 5, 1, 7, 7, 5, 6, 5, 4, 7, 5, 7, 6, 4, 5, 6, 6, 5, 5, 5, 6, 2, 7, 6, 7, 4, 7, 7, 5, 1, 4, 5, 6, 3, 5, 5, 4, 7, 1, 6, 6, 3, 6]",test
Who voiced that Elizabeth bought something?,4.78,1.8438,50,"[5, 6, 4, 1, 5, 6, 7, 7, 5, 1, 4, 7, 5, 7, 5, 2, 7, 7, 5, 5, 6, 7, 7, 5, 1, 5, 5, 3, 7, 1, 4, 7, 4, 5, 7, 5, 2, 5, 5, 3, 3, 3, 5, 6, 7, 2, 6, 4, 5, 3]",test
Who voiced that Linda sold something?,4.72,1.8956,50,"[5, 5, 6, 1, 4, 6, 7, 6, 6, 1, 7, 7, 3, 5, 5, 5, 7, 7, 7, 5, 5, 5, 6, 5, 1, 3, 5, 3, 5, 6, 3, 7, 3, 7, 7, 6, 1, 4, 5, 6, 3, 5, 4, 3, 7, 1, 6, 5, 1, 3]",test
Who wept that Daniel broke something?,4.66,1.9442,50,"[2, 7, 4, 6, 4, 5, 6, 5, 5, 4, 7, 6, 6, 2, 3, 6, 6, 2, 7, 7, 3, 7, 7, 4, 7, 5, 4, 3, 2, 1, 7, 7, 6, 6, 7, 1, 1, 6, 5, 6, 2, 5, 6, 3, 3, 1, 6, 4, 5, 3]",test
Who wept that James sold something?,3.8,2.2678,50,"[1, 3, 1, 6, 5, 7, 1, 7, 3, 4, 1, 4, 5, 7, 3, 7, 4, 1, 5, 7, 5, 7, 6, 2, 7, 2, 6, 2, 1, 1, 7, 7, 5, 5, 5, 2, 1, 2, 5, 3, 1, 2, 6, 1, 2, 1, 1, 5, 2, 6]",test
Who wept that Karen bought something?,3.7143,1.893,49,"[1, 6, 5, 4, 5, 5, 1, 4, 1, 1, 6, 4, 6, 3, 2, 5, 5, 4, 5, 4, 3, 5, 7, 3, 7, 5, 2, 2, 6, 4, 6, 3, 5, 7, 1, 3, 4, 4, 1, 1, 2, 4, 1, 1, 1, 5, 2, 6, 4]",test
Who witnessed that David broke something?,6.02,1.4913,50,"[5, 5, 6, 6, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 7, 3, 5, 7, 7, 6, 7, 7, 7, 2, 7, 7, 7, 7, 6, 7, 5, 7, 6, 2, 7, 6, 5, 7, 4, 4, 7, 5, 3]",test
Who witnessed that Lisa bought something?,5.7059,1.5658,51,"[3, 6, 6, 1, 5, 5, 5, 7, 7, 6, 7, 7, 7, 6, 7, 6, 7, 7, 6, 7, 6, 4, 7, 5, 6, 7, 7, 5, 6, 7, 3, 7, 7, 7, 3, 7, 5, 7, 5, 7, 5, 2, 5, 6, 6, 7, 2, 7, 7, 4, 4]",test
Who witnessed that Thomas sold something?,6.02,1.3476,50,"[6, 7, 5, 5, 5, 7, 7, 7, 7, 4, 7, 7, 6, 7, 6, 7, 7, 7, 7, 7, 5, 7, 5, 6, 7, 7, 6, 5, 7, 7, 1, 7, 7, 7, 7, 5, 4, 5, 7, 6, 4, 7, 6, 6, 7, 3, 6, 7, 3, 6]",test
Who yodeled that Jennifer broke something?,1.96,1.3696,50,"[1, 5, 1, 3, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 2, 3, 4, 5, 1, 1, 3, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 4, 5, 1, 1, 3, 1, 2, 6]",test
Who yodeled that Richard sold something?,2.08,1.5497,50,"[1, 3, 1, 2, 2, 5, 1, 2, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 5, 1, 1, 6, 6, 5, 1, 1, 5, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 5, 3, 1, 1, 1, 1, 3, 3]",test
Who yodeled that Thomas bought something?,1.9796,1.3918,49,"[2, 4, 2, 4, 2, 3, 1, 4, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 2, 1, 2, 5, 5, 5, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 5, 1, 1, 2, 1, 1, 4]",test
